COUNTRY,INSTITUTION,INSTITUTION TYPE,INSTITUTION WEBSITE,INSTITUTION WIKIDATA,OPEN ACCESS SCOPE,LICENCE/RIGHTS STATEMENT FOR DIGITAL SURROGATES OF PUBLIC DOMAIN OBJECTS ,CLOSEST EQUIVALENT LICENCE (IF USING NON-STANDARD),RIGHTS POLICY OR TERMS OF USE,"LICENCE/RIGHTS STATEMENT FOR METADATA 
(IF STATED)",GITHUB,API,DATA SOURCE(S),,,,,,,,,,,
Netherlands,Stedelijk Museum Zutphen,Museum,http://www.museazutphen.nl,https://www.wikidata.org/wiki/Q2736515,All eligible data,CC BY,,http://www.collectiegelderland.nl/informatie/disclaimer/,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Netherlands&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Stedelijk+Museum+Zutphen,,,,,,,,,,,
Netherlands,Vrije Universiteit Amsterdam,University,https://www.ub.vu.nl,https://www.wikidata.org/wiki/Q1065414,Some eligible data,CC0,,https://www.ub.vu.nl/nl/hulp-advies/vind-je-antwoord/index.aspx,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Netherlands&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=VU+University+Amsterdam+Library,,,,,,,,,,,
New Zealand,Alexander Turnbull Library,Library,https://natlib.govt.nz/collections/a-z/alexander-turnbull-library-collections,https://www.wikidata.org/wiki/Q390375,Some eligible data,No known copyright restrictions,No Known Copyright,https://natlib.govt.nz/about-this-site/copyright-and-privacy,CC BY,,,https://natlib.govt.nz/collections/a-z/alexander-turnbull-library-collections,,,,,,,,,,,
New Zealand,Archives New Zealand,Archive,http://archives.govt.nz,https://www.wikidata.org/wiki/Q4787285,Some eligible data,CC BY,,,,,,http://archives.govt.nz,,,,,,,,,,,
New Zealand,Auckland Art Gallery,Gallery,https://www.aucklandartgallery.com,https://www.wikidata.org/wiki/Q4819492,All eligible data,No known copyright restrictions,No Known Copyright,https://www.aucklandartgallery.com/page/copyright-and-privacy,,,,https://www.aucklandartgallery.com,,,,,,,,,,,
New Zealand,Auckland Libraries - Heritage Images,Library,http://www.aucklandcity.govt.nz/dbtw-wpd/heritageimages,https://www.wikidata.org/wiki/Q4819503,All eligible data,No known copyright restrictions,No Known Copyright,http://www.aucklandcity.govt.nz/dbtw-wpd/HeritageImages/termsofuse.htm#bm3,,,,http://www.aucklandcity.govt.nz/dbtw-wpd/heritageimages,,,,,,,,,,,
New Zealand,Auckland War Memorial Museum,Museum,http://www.aucklandmuseum.com,https://www.wikidata.org/wiki/Q758657,All eligible data,CC BY,,http://www.aucklandmuseum.com/legal/rights-and-permissions,,https://github.com/AucklandMuseum/API,http://www.aucklandmuseum.com/discover/collections/our-data,http://www.aucklandmuseum.com,,,,,,,,,,,
New Zealand,Canterbury Museum,Museum,https://www.canterburymuseum.com,https://www.wikidata.org/wiki/Q1033769,Some eligible data,No known copyright restrictions,No Known Copyright,,,,,https://www.canterburymuseum.com,,,,,,,,,,,
New Zealand,Dunedin City Council Archives,Archive,http://www.dunedin.govt.nz/services/archives,https://www.wikidata.org/wiki/Q64604787,All eligible data,Public Domain Mark,,http://www.dunedin.govt.nz/services/archives,,,https://www.flickr.com/services/api/,https://www.flickr.com/photos/dccarchives,,,,,,,,,,,
New Zealand,Hutt City Council,Other,http://www.huttcity.govt.nz,https://www.wikidata.org/wiki/Q58240348,Some eligible data,CC BY,,,CC BY,,,http://www.huttcity.govt.nz,,,,,,,,,,,
New Zealand,Lincoln University,University,http://www.lincoln.ac.nz,https://www.wikidata.org/wiki/Q1048626,Some eligible data,CC BY,,,CC0,,,http://www.lincoln.ac.nz,,,,,,,,,,,
New Zealand,MTG Hawke's Bay,Other,https://www.mtghawkesbay.com,https://www.wikidata.org/wiki/Q17054366,Some eligible data,Out of copyright,,https://www.mtghawkesbay.com/about/terms-and-conditions/,,,,https://www.mtghawkesbay.com,,,,,,,,,,,
New Zealand,Museum of New Zealand Te Papa Tongarewa,Museum,http://www.tepapa.govt.nz,https://www.wikidata.org/wiki/Q915603,All eligible data,No known copyright restrictions,No Known Copyright,https://www.tepapa.govt.nz/about/media-sales-and-licensing/license-images,CC BY,https://github.com/te-papa/,https://data.tepapa.govt.nz/docs/,http://www.tepapa.govt.nz,,,,,,,,,,,
New Zealand,National Library of New Zealand,Library,https://natlib.govt.nz,https://www.wikidata.org/wiki/Q390375,Some eligible data,No known copyright restrictions,No Known Copyright,https://wiki.creativecommons.org/wiki/GLAM#National_Library_of_Australia,,https://github.com/DIA-NZ/Metadata-Extraction-Tool,https://natlib.govt.nz/about-us/open-data/digitalnz-api,https://natlib.govt.nz,,,,,,,,,,,
New Zealand,New Zealand Electronic Text Collection,Archive,http://nzetc.victoria.ac.nz,https://www.wikidata.org/wiki/Q7015345,Some eligible data,CC BY-SA,,,,,,http://nzetc.victoria.ac.nz,,,,,,,,,,,
New Zealand,Palmerston North City Library,Library,https://citylibrary.pncc.govt.nz,https://www.wikidata.org/wiki/Q7128324,Some eligible data,No known copyright restrictions,No Known Copyright,https://manawatuheritage.pncc.govt.nz/terms-of-use,,,,https://citylibrary.pncc.govt.nz,,,,,,,,,,,
New Zealand,Sarjeant Gallery,Gallery,http://www.sarjeant.org.nz,https://www.wikidata.org/wiki/Q7424149,Some eligible data,No known copyright restrictions,No Known Copyright,https://collection.sarjeant.org.nz/resources/terms-of-use,,,,http://www.sarjeant.org.nz,,,,,,,,,,,
New Zealand,Wellington City Archives,Archive,https://archivesonline.wcc.govt.nz,https://www.wikidata.org/wiki/Q59878053,Some eligible data,CC BY,,https://wellington.govt.nz/about-this-site/website-terms-and-conditions,,,,https://archivesonline.wcc.govt.nz,,,,,,,,,,,
Norway,Arkeologisk museum i Stavanger,Museum,http://www.arkeologiskmuseum.no,https://www.wikidata.org/wiki/Q11958714,All eligible data,CC BY,,http://www.unimus.no/nedlasting/mop.html,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Norway&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Arkeologisk+museum%2C+Stavanger,,,,,,,,,,,
Norway,Bergen Offentlige Bibliotek,Library,https://bergenbibliotek.no/,https://www.wikidata.org/wiki/Q4891541,Some eligible data,No known copyright restrictions,No Known Copyright,https://www.flickr.com/commons/usage/,,,https://www.flickr.com/services/api/,https://www.flickr.com/photos/bergen_public_library/,,,,,,,,,,,
Norway,Domkirkeodden,Museum,https://domkirkeodden.no,https://www.wikidata.org/wiki/Q5697531,Some eligible data,Public Domain Mark,,,CC0,,https://dok.digitaltmuseum.org/en/api,https://digitaltmuseum.org/search/?aq=owner%3A%22HH%22,,,,,,,,,,,
Norway,Finnmark Fylkesbibliotek,Library,http://www.fm.fylkesbibl.no,https://www.wikidata.org/wiki/Q24200121,Some eligible data,Public Domain Mark,,,CC0,,https://dok.digitaltmuseum.org/en/api,https://digitaltmuseum.org/search/?aq=owner%3A%22FBIB%22,,,,,,,,,,,
Norway,Fylkesarkivet i Sogn og Fjordane,Archive,https://www.fylkesarkivet.no,https://www.wikidata.org/wiki/Q11970576,Some eligible data,Public Domain Mark,,https://www.fylkesarkivet.no/bruk-og-tilgjenge.383788.no.html,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Norway&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Fylkesarkivet+i+Sogn+og+Fjordane,,,,,,,,,,,
Norway,Glomdalsmuseet,Museum,https://glomdalsmuseet.no,https://www.wikidata.org/wiki/Q15727804,Some eligible data,Public Domain Mark,,,CC0,,https://dok.digitaltmuseum.org/en/api,https://digitaltmuseum.org/search/?aq=owner%3A%22GM%22,,,,,,,,,,,
Norway,Hvalfangstmuseet,Museum,http://www.hvalfangstmuseet.no,https://www.wikidata.org/wiki/Q1512515,All eligible data,CC BY-SA,,,CC0,,https://dok.digitaltmuseum.org/en/api,https://digitaltmuseum.org/search/?aq=owner:%22HS%22,,,,,,,,,,,
Norway,Larvik Museum,Museum,http://www.larvikmuseum.no,https://www.wikidata.org/wiki/Q11983381,Some eligible data,CC BY-SA,,http://www.larvikmuseum.no/om-larvik-museum/museets-samlinger-og-samlingsforvaltning/,CC0,,https://dok.digitaltmuseum.org/en/api,https://digitaltmuseum.org/search/?aq=owner%3A%22LAR%22,,,,,,,,,,,
Norway,Munchmuseet,Museum,http://www.munchmuseet.no,https://www.wikidata.org/wiki/Q844926,Some eligible data,CC BY-SA,,http://munch.emuseum.com/,,,,http://munch.emuseum.com,,,,,,,,,,,
Norway,Musea i Nord-Østerdalen,Museum,https://museainordosterdalen.no,https://www.wikidata.org/wiki/Q15727731,Some eligible data,Public Domain Mark,,,CC0,,https://dok.digitaltmuseum.org/en/api,https://digitaltmuseum.org/search/?aq=owner%3A%22NOD%22,,,,,,,,,,,
Norway,Museene for kystkultur og gjenreisning i Finnmark,Museum,http://www.kystmuseene.no,https://www.wikidata.org/wiki/Q18452166,Some eligible data,CC BY-SA,,,CC0,,https://dok.digitaltmuseum.org/en/api,https://digitaltmuseum.org/search/?aq=owner%3A%22MKG%22,,,,,,,,,,,
Norway,Museumssenteret i Hordaland,Museum,http://www.muho.no,https://www.wikidata.org/wiki/Q11990230,Some eligible data,CC BY-SA,,,CC0,,https://dok.digitaltmuseum.org/en/api,https://digitaltmuseum.org/search/?aq=owner%3A%22MUHO%22,,,,,,,,,,,
Norway,Nasjonalbiblioteket,Library,http://www.nb.no/,https://www.wikidata.org/wiki/Q924551,Some eligible data,No known copyright restrictions,No Known Copyright,http://www.nb.no/Kontakt/Kontakt/Sosiale-medier/Flickr-Commons-No-known-copyright-restrictions,,,https://www.flickr.com/services/api/,https://www.flickr.com/photos/national_library_of_norway,,,,,,,,,,,
Norway,Nordfjord Folkemuseum,Museum,http://www.nordfjord.museum.no,https://www.wikidata.org/wiki/Q11991778,Some eligible data,CC BY-SA,,https://digitaltmuseum.no/owners/NFM/info,CC0,,https://dok.digitaltmuseum.org/en/api,https://digitaltmuseum.org/search/?aq=owner%3A%22NFM%22,,,,,,,,,,,
Norway,Nordlandsmuseet,Museum,http://www.nordlandsmuseet.no,https://www.wikidata.org/wiki/Q7406073,Some eligible data,CC BY-SA,,http://nordlandsmuseet.no/om-nordlandsmuseet/,CC0,,https://dok.digitaltmuseum.org/en/api,https://digitaltmuseum.org/search/?aq=owner%3A%22NM%22,,,,,,,,,,,
Norway,Norsk Folkemuseum,Museum,https://norskfolkemuseum.no/norskfarmasihistoriskmuseum,https://www.wikidata.org/wiki/Q937521,All eligible data,Public Domain Mark,,http://www.unimus.no/nedlasting/mop.html,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Norway&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Norsk+Folkemuseum,,,,,,,,,,,
Norway,Norsk Skogmuseum,Museum,https://skogmus.no,https://www.wikidata.org/wiki/Q10603032,Some eligible data,Public Domain Mark,,,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Norway&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Norsk+Skogmuseum,,,,,,,,,,,
Norway,Norsk Teknisk Museum,Museum,http://www.tekniskmuseum.no,https://www.wikidata.org/wiki/Q7061184,Some eligible data,CC BY,,https://www.tekniskmuseum.no/samlingene,CC0,,https://dok.digitaltmuseum.org/en/api,https://digitaltmuseum.org/search/?aq=owner%3A%22NTM%22,,,,,,,,,,,
Norway,Oslo byarkiv,Archive,https://www.oslo.kommune.no,https://www.wikidata.org/wiki/Q11994264,Some eligible data,CC BY-SA,,http://www.oslobilder.no/om,CC0,,https://dok.digitaltmuseum.org/en/api,https://digitaltmuseum.org/search/?aq=owner%3A%22BAR%22,,,,,,,,,,,
Norway,Oslo Museum,Museum,https://www.oslomuseum.no,https://www.wikidata.org/wiki/Q6877320,Some eligible data,CC BY-SA,,https://www.oslomuseum.no/oslo-museum/samlinger/,CC0,,http://www.larvikmuseum.no/om-larvik-museum/museets-samlinger-og-samlingsforvaltning/,https://digitaltmuseum.org/search/?aq=owner%3A%22OMU%22,,,,,,,,,,,
Norway,Preus Museum,Museum,http://www.preusmuseum.no,https://www.wikidata.org/wiki/Q3743147,Some eligible data,No known copyright restrictions,No Known Copyright,http://www.preusmuseum.no/Discover-the-Collections/Photographic-Collection/Flickr-The-Commons,,,https://www.flickr.com/services/api/,https://www.flickr.com/photos/preusmuseum,,,,,,,,,,,
Norway,Riksarkivet,Archive,https://www.arkivverket.no,https://www.wikidata.org/wiki/Q4793570,Some eligible data,Public Domain Mark,,https://www.arkivverket.no/en/about-us/the-use-of-photos,CC0,,https://dok.digitaltmuseum.org/en/api,http://www.arkivportalen.no,,,,,,,,,,,
Norway,Slottsfjellsmuseet,Museum,http://www.slottsfjellsmuseet.no,https://www.wikidata.org/wiki/Q12001498,Some eligible data,CC BY-SA,,,CC0,,https://dok.digitaltmuseum.org/en/api,https://digitaltmuseum.org/search/?aq=owner%3A%22SLF%22,,,,,,,,,,,
Norway,Sunnfjord Museum,Museum,http://www.sunnfjord.museum.no,https://www.wikidata.org/wiki/Q46495,Some eligible data,CC BY-SA,,,CC0,,https://dok.digitaltmuseum.org/en/api,https://digitaltmuseum.org/search/?aq=owner%3A%22SUM%22,,,,,,,,,,,
Norway,Telemuseet,Museum,http://telemuseet.no,https://www.wikidata.org/wiki/Q12005425,Some eligible data,CC BY-SA,,,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Norway&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Telemuseet,,,,,,,,,,,
Norway,Tromsø Museum,Museum,https://uit.no/om/enhet/tmu/tmu,https://www.wikidata.org/wiki/Q1686510,All eligible data,CC BY,,http://www.unimus.no/nedlasting/mop.html,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Norway&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Troms%C3%B8+Museum+%E2%80%94+Universitetsmuseet,,,,,,,,,,,
Norway,Universitetet i Bergen,University,http://www.uib.no/en/universitymuseum,https://www.wikidata.org/wiki/Q204457,All eligible data,CC BY,,http://www.unimus.no/nedlasting/mop.html,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Norway&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Universitetsmuseet+i+Bergen,,,,,,,,,,,
Norway,Vest-Telemark Museum,Museum,http://www.vest-telemark.museum.no,https://www.wikidata.org/wiki/Q12009438,Some eligible data,CC BY-SA,,http://www.vest-telemark.museum.no/samlingane/gjenstandar-og-foto,CC0,,http://www.unimus.no/nedlasting/mop.html,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Norway&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Vest-Telemark+Museum,,,,,,,,,,,
Norway,Vestfoldmuseene,Museum,http://www.vestfoldmuseene.no,https://www.wikidata.org/wiki/Q12009493,Some eligible data,No known copyright restrictions,No Known Copyright,http://vestfoldmuseene.no/flickr_commons/,,,https://www.flickr.com/services/api/,https://www.flickr.com/photos/vestfoldmuseene,,,,,,,,,,,
Norway,Vitenskapsmuseet,Museum,http://www.ntnu.no/vitenskapsmuseet,https://www.wikidata.org/wiki/Q1770886,All eligible data,CC BY,,https://collections.vm.ntnu.no/about,CC0,,https://collections.vm.ntnu.no/aboutApi,https://collections.vm.ntnu.no,,,,,,,,,,,
Poland,Bałtycka Biblioteka Cyfrowa,Library,https://bibliotekacyfrowa.eu,https://www.wikidata.org/wiki/Q9167860,Some eligible data,Public Domain Mark,,,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Poland&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Ba%C5%82tycka+Biblioteka+Cyfrowa,,,,,,,,,,,
Poland,Biblioteka Narodowa,Library,http://www.bn.org.pl,https://www.wikidata.org/wiki/Q856423,Some eligible data,Public Domain Mark,,https://polona.pl/page/polityka-prywatnosci/,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Poland&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Biblioteka+Narodowa,,,,,,,,,,,
Poland,Biblioteka Uniwersytecka w Warszawie Biblioteka,Library,http://www.buw.uw.edu.pl,https://www.wikidata.org/wiki/Q1576755,Some eligible data,Public Domain Mark,,,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Poland&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=e-biblioteka+Uniwersytetu+Warszawskiego,,,,,,,,,,,
Poland,Biblioteka Uniwersytecka we Wrocławiu Biblioteka Cyfrowa,Library,http://www.bibliotekacyfrowa.pl,https://www.wikidata.org/wiki/Q1720553,Some eligible data,Public Domain Mark,,,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Poland&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Biblioteka+Cyfrowa+Uniwersytetu+Wroc%C5%82awskiego,,,,,,,,,,,
Poland,Chelmska Biblioteka Publiczna,Library,http://cyfrowa.chbp.chelm.pl,,Some eligible data,Public Domain Mark,,,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Poland&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Che%C5%82mska+Biblioteka+Cyfrowa,,,,,,,,,,,
Poland,Cyfrowa Biblioteka Diecezjalna w Sandomierzu,Library,http://bc.bdsandomierz.pl,,Some eligible data,Public Domain Mark,,,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Poland&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Cyfrowa+Biblioteka+Diecezjalna+w+Sandomierzu,,,,,,,,,,,
Poland,Dolnośląska Biblioteka Cyfrowa,Library,http://www.dbc.wroc.pl,https://www.wikidata.org/wiki/Q11694610,Some eligible data,Public Domain Mark,,,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Poland&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Dolno%C5%9Bl%C4%85ska+Biblioteka+Cyfrowa,,,,,,,,,,,
Poland,Elbląska Biblioteka Cyfrowa,Library,http://bibliotekaelblaska.pl,,Some eligible data,Public Domain Mark,,,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Poland&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Elbl%C4%85ska+Biblioteka+Cyfrowa,,,,,,,,,,,
Poland,Instytut Badań Literackich PAN,University,http://ibl.waw.pl/pl/o-instytucie/biblioteka,https://www.wikidata.org/wiki/Q11712953,All eligible data,Public Domain Mark,,https://polona.pl/page/polityka-prywatnosci/,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Poland&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Instytut+Bada%C5%84+Literackich+PAN+-+PBI,,,,,,,,,,,
Poland,Jagiellońska Biblioteka Cyfrowa,Library,https://jbc.bj.uj.edu.pl,,Some eligible data,Public Domain Mark,,,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Poland&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Jagiello%C5%84ska+Biblioteka+Cyfrowa,,,,,,,,,,,
Poland,Kujawsko-Pomorska Biblioteka Cyfrowa,Library,http://kpbc.umk.pl,https://www.wikidata.org/wiki/Q6442333,Some eligible data,Public Domain Mark,,,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Poland&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Kujawsko-Pomorska+Biblioteka+Cyfrowa,,,,,,,,,,,
Poland,Lodzka Akademicka Siec Biblioteczna,Library,http://cybra.lodz.pl,,All eligible data,Public Domain Mark,,,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Poland&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Biblioteka+Cyfrowa+-+Regionalia+Ziemi+%C5%81%C3%B3dzkiej,,,,,,,,,,,
Poland,Małopolska Biblioteka Cyfrowa,Library,http://mbc.malopolska.pl,https://www.wikidata.org/wiki/Q11772465,Some eligible data,Public Domain Mark,,,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Poland&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Ma%C5%82opolska+Biblioteka+Cyfrowa,,,,,,,,,,,
Poland,Mazowiecka Biblioteka Cyfrowa,Library,http://mbc.cyfrowemazowsze.pl,https://www.wikidata.org/wiki/Q16575658,Some eligible data,Public Domain Mark,,,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Poland&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Mazowiecka+Biblioteka+Cyfrowa,,,,,,,,,,,
Poland,Muzeum Narodowe w Warszawie,Museum,http://www.mnw.art.pl,https://www.wikidata.org/wiki/Q153306,Some eligible data,Public Domain Mark,,,,,,https://commons.wikimedia.org/wiki/Category:Media_contributed_by_the_National_Museum_in_Warsaw,,,,,,,,,,,
Poland,Muzeum Sztuki w Łodzi,Museum,https://msl.org.pl,https://www.wikidata.org/wiki/Q1141934,Some eligible data,Public Domain Mark,,,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Poland&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Muzeum+Sztuki+w+%C5%81odzi,,,,,,,,,,,
Poland,Podkarpacka Biblioteka Cyfrowa,Library,http://pbc.rzeszow.pl,https://www.wikidata.org/wiki/Q11820380,Some eligible data,Public Domain Mark,,,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Poland&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Podkarpacka+Biblioteka+Cyfrowa,,,,,,,,,,,
Poland,Podlaska Biblioteka Cyfrowa,Library,http://pbc.biaman.pl,https://www.wikidata.org/wiki/Q16589073,Some eligible data,Public Domain Mark,,,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Poland&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Podlaska+Biblioteka+Cyfrowa,,,,,,,,,,,
Poland,Politechnika Warszawska,University,http://www.bg.pw.edu.pl,https://www.wikidata.org/wiki/Q1718656,Some eligible data,Public Domain Mark,,,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Poland&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Biblioteka+Cyfrowa+Politechniki+Warszawskiej,,,,,,,,,,,
Poland,Polska Akademia Umiejętności,University,http://www.pau.krakow.pl,https://www.wikidata.org/wiki/Q2092629,All eligible data,Public Domain Mark,,http://pauart.pl/app/content/opennessPolicy,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Poland&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Polska+Akademia+Umiej%C4%99tno%C5%9Bci,,,,,,,,,,,
Poland,Pomorska Biblioteka Cyfrowa,Library,http://pbc.gda.pl,https://www.wikidata.org/wiki/Q11823708,Some eligible data,Public Domain Mark,,,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Poland&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Pomorska+Biblioteka+Cyfrowa,,,,,,,,,,,
Poland,Radomska Biblioteka Cyfrowa,Library,http://bc.radom.pl,,Some eligible data,Public Domain Mark,,,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Poland&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Radomska+Biblioteka+Cyfrowa,,,,,,,,,,,
Poland,Repozytorium Cyfrowe Instytutów Naukowych,Other,http://rcin.org.pl,https://www.wikidata.org/wiki/Q18811721,Some eligible data,Public Domain Mark,,,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Poland&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Repozytorium+Cyfrowe+Instytut%C3%B3w+Naukowych,,,,,,,,,,,
