COUNTRY,INSTITUTION,INSTITUTION TYPE,INSTITUTION WEBSITE,INSTITUTION WIKIDATA,OPEN ACCESS SCOPE,LICENCE/RIGHTS STATEMENT FOR DIGITAL SURROGATES OF PUBLIC DOMAIN OBJECTS ,CLOSEST EQUIVALENT LICENCE (IF USING NON-STANDARD),RIGHTS POLICY OR TERMS OF USE,"LICENCE/RIGHTS STATEMENT FOR METADATA 
(IF STATED)",GITHUB,API,DATA SOURCE(S),,,,,,,,,,,
Germany,Herzog August Bibliothek Wolfenbüttel,Library,http://www.hab.de,https://www.wikidata.org/wiki/Q663820,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#herzog-august-bibliothek-wolfenb%C3%BCttel,,,https://api.deutsche-digitale-bibliothek.de/doku/display/ADD/API+der+Deutschen+Digitalen+Bibliothek,https://codingdavinci.de/daten/#herzog-august-bibliothek-wolfenb%C3%BCttel,,,,,,,,,,,
Germany,Hessisches Staatsarchiv Marburg,Archive,https://landesarchiv.hessen.de,https://www.wikidata.org/wiki/Q1615998,Some eligible data,CC BY,,https://codingdavinci.de/daten/#stama,CC BY,,,https://codingdavinci.de/daten/#stama,,,,,,,,,,,
Germany,Historisches Museum Frankfurt,Museum,http://www.historisches-museum-frankfurt.de,https://www.wikidata.org/wiki/Q198347,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#histmus_ffm,CC0,,,https://codingdavinci.de/daten/#histmus_ffm,,,,,,,,,,,
Germany,"Hochschule für Musik und Theater ""Felix Mendelssohn Bartholdy"" Leipzig, Bibliothek/Archiv",Archive,https://www.hmt-leipzig.de/bibliothek,https://www.wikidata.org/wiki/Q312578,Some eligible data,CC BY,,https://codingdavinci.de/daten/#hmt,CC0,,,https://codingdavinci.de/daten/#hmt,,,,,,,,,,,
Germany,"Hochschule für Technik und Wirtschaft Berlin, Historisches Archiv",Archive,https://www.htw-berlin.de/einrichtungen/zentrale-hochschulverwaltung/technische-dienste/hochschularchiv,https://www.wikidata.org/wiki/Q875138,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#hochschule-f%C3%BCr-technik-und-wirtschaft-berlin-historisches-archiv,,,,https://codingdavinci.de/daten/#hochschule-f%C3%BCr-technik-und-wirtschaft-berlin-historisches-archiv,,,,,,,,,,,
Germany,"Humboldt-Universität zu Berlin, Institut für Kunst- und Bildgeschichte",University,http://www.kunstgeschichte.hu-berlin.de,https://www.wikidata.org/wiki/Q152087,Some eligible data,Public Domain Mark,,https://codingdavinci.de/daten/#hu,CC0,,http://imeji-mediathek.de/imeji/rest/items?q=q=((bjPdsFEA_f4gqRo0%3Atext%3D%22Deutschland%22))&size=5000&offset=0,https://codingdavinci.de/daten/#hu,,,,,,,,,,,
Germany,"Institut für Klassiche Archäologie der FAU Erlangen-Nürnberg, Antikensammlung",University,https://www.fau.de/universitaet/das-ist-die-fau/sammlungen-der-fau/antikensammlung,https://www.wikidata.org/wiki/Q40025,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#arch-fau-erlangen,CC0,,,https://codingdavinci.de/daten/#arch-fau-erlangen,,,,,,,,,,,
Germany,"Institut für Stadtgeschichte Frankfurt am Main, Abteilung Zeitgeschichte und Gedenken",University,https://www.stadtgeschichte-ffm.de/de/info-und-service/aufgaben-des-instituts/gedenken,https://www.wikidata.org/wiki/Q1664997,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#isg_frankfurt,,,,https://codingdavinci.de/daten/#isg_frankfurt,,,,,,,,,,,
Germany,Institut für Theaterwissenschaft der FU Berlin,University,http://www.geisteswissenschaften.fu-berlin.de/we07/index.html,https://www.wikidata.org/wiki/Q153006,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#inst-thea,CC0,,,https://codingdavinci.de/daten/#inst-thea,,,,,,,,,,,
Germany,International Tracing Service (ITS),Other,https://www.its-arolsen.org,https://www.wikidata.org/wiki/Q466025,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#its,CC0,,,https://codingdavinci.de/daten/#its,,,,,,,,,,,
Germany,Johann Wolfgang Goethe-Universität Frankfurt am Main,University,http://www.goethe-university-frankfurt.de,https://www.wikidata.org/wiki/Q50662,Some eligible data,Public Domain Mark,,http://www.uni-frankfurt.de/impressum?,CC0,,https://api.deutsche-digitale-bibliothek.de/doku/display/ADD/API+der+Deutschen+Digitalen+Bibliothek,https://www.deutsche-digitale-bibliothek.de/about-us/institutions/item/XWW5GA244X5WL36JK3I4MAJ3B2DU67M6,,,,,,,,,,,
Germany,Johannes Gutenberg-Universität Mainz,University,http://www.uni-mainz.de,https://www.wikidata.org/wiki/Q161982,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#jgu_mainz,CC0,,,https://codingdavinci.de/daten/#jgu_mainz,,,,,,,,,,,
Germany,Jüdisches Leben in Unterfranken (e.V.) / Stadt- und Stiftsarchiv Aschaffenburg,Archive,https://juedisches-unterfranken.de,https://www.wikidata.org/wiki/Q28734965,All eligible data,CC0,,https://codingdavinci.de/daten/#juedisches_unterfranken,CC0,,,https://codingdavinci.de/daten/#juedisches_unterfranken,,,,,,,,,,,
Germany,Jüdisches Museum Berlin,Museum,http://www.jmberlin.de,https://www.wikidata.org/wiki/Q157003,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#juedisches-museum-berlin,CC BY-SA,,,https://commons.wikimedia.org/wiki/Category:Lithographs_by_Hermann_Struck?uselang=dehttps://commons.wikimedia.org/wiki/Category:Etchings_by_Hermann_Struck?uselang=dehttps://commons.wikimedia.org/wiki/Category:Prints_by_Hermann_Struck?uselang=de,,,,,,,,,,,
Germany,Katholische Universität Eichstätt-Ingolstadt,University,http://www.ku.de,https://www.wikidata.org/wiki/Q315161,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#uni-eichstaett,CC BY-SA,,,https://codingdavinci.de/daten/#uni-eichstaett,,,,,,,,,,,
Germany,Landesarchiv Baden-Württemberg,Archive,https://www.landesarchiv-bw.de,https://www.wikidata.org/wiki/Q1231602,All eligible data,CC BY,,https://www.landesarchiv-bw.de/web/47069,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Germany&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Landesarchiv+Baden-W%C3%BCrttemberg,,,,,,,,,,,
Germany,Landesmuseum Württemberg,Museum,http://www.landesmuseum-stuttgart.de,https://www.wikidata.org/wiki/Q1332706,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#lmbw,CC0,,,https://codingdavinci.de/daten/#lmbw,,,,,,,,,,,
Germany,Leibniz-Institut für Astrophysik Potsdam (AIP),University,http://www.aip.de,https://www.wikidata.org/wiki/Q662864,Some eligible data,CC0,,https://www.plate-archive.org/applause/project/disclaimer/,CC0,,,https://www.plate-archive.org/applause,,,,,,,,,,,
Germany,"Leibniz-Institut für Länderkunde e.V., Geographische Zentralbibliothek",Library,http://www.ifl-leipzig.de,https://www.wikidata.org/wiki/Q28739134,Some eligible data,CC0,,https://codingdavinci.de/daten/#ifL,CC0,,,https://speicherwolke.uni-leipzig.de/index.php/s/p3OptbKiHHoPEhU,,,,,,,,,,,
Germany,Leibniz-Institut für Ost- und Südosteuropaforschung (IOS),Other,https://www.ios-regensburg.de,https://www.wikidata.org/wiki/Q1664940,Some eligible data,Public Domain Mark,,https://codingdavinci.de/daten/#stdmuc,CC0,,,https://codingdavinci.de/daten/#stdmuc,,,,,,,,,,,
Germany,Leipziger Städtische Bibliotheken,Library,https://stadtbibliothek.leipzig.de,,Some eligible data,CC BY,,https://codingdavinci.de/daten/#stadtbib_leipzig,CC0,,,https://codingdavinci.de/daten/#stadtbib_leipzig,,,,,,,,,,,
Germany,Lette-Verein Stiftung des öffentlichen Rechts Berlin / Bereich Bibliothek und Archiv,Library,http://www.letteverein.berlin/ueber-uns/lette-archiv,,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#lette-2017,CC0,,,https://codingdavinci.de/daten/#lette-2017,,,,,,,,,,,
Germany,Lindenau-Museum Altenburg,Museum,http://www.lindenau-museum.de,https://www.wikidata.org/wiki/Q878678,Some eligible data,CC BY,,https://speicherwolke.uni-leipzig.de/index.php/s/IvHiDl76pCQ1ulq,CC BY,,,https://speicherwolke.uni-leipzig.de/index.php/s/IvHiDl76pCQ1ulq,,,,,,,,,,,
Germany,Martinus-Bibliothek - Wissenschaftliche Diözesanbibliothek - Mainz,Library,http://dcms.bistummainz.de/bm/dcms/sites/einrichtungen/martinus-bibliothek/index.html,https://www.wikidata.org/wiki/Q1905751,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#martinus_bibliothek,CC0,,,http://136.243.4.67/index.php/s/cnoYZXX85S1dGh6,,,,,,,,,,,
Germany,Max-Planck-Institut für Wissenschaftsgeschichte,Other,https://www.mpiwg-berlin.mpg.de,https://www.wikidata.org/wiki/Q318118,Some eligible data,CC BY-SA,,https://www.mpiwg-berlin.mpg.de/node/4037,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Germany&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Max-Planck-Institut+f%C3%BCr+Wissenschaftsgeschichte+%28Max+Planck+Institute+for+the+History+of+Science%29,,,,,,,,,,,
Germany,Monacensia im Hildebrandhaus,Library,http://www.monacensia.net/Hildebrandhaus.htm,https://www.wikidata.org/wiki/Q1500677,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#monacensia,CC0,,,https://codingdavinci.de/daten/#monacensia,,,,,,,,,,,
Germany,Münchner Stadtmuseum,Museum,https://www.muenchner-stadtmuseum.de,https://www.wikidata.org/wiki/Q452685,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#stadtmuseum-muenchen,CC0,,,https://codingdavinci.de/daten/#stadtmuseum-muenchen,,,,,,,,,,,
Germany,Museum Burg Posterstein,Museum,http://www.burg-posterstein.de,https://www.wikidata.org/wiki/Q20480190,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#burg_posterstein,CC0,,,https://commons.wikimedia.org/wiki/Category:Museum_Burg_Posterstein,,,,,,,,,,,
Germany,Museum der Universität Tübingen MUT,Museum,https://www.unimuseum.uni-tuebingen.de,https://www.wikidata.org/wiki/Q1954566,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#mut-muc,CC0,,,https://codingdavinci.de/daten/#mut-muc,,,,,,,,,,,
Germany,Museum für Abgüsse Klassischer Bildwerke,Museum,http://www.abgussmuseum.de,https://www.wikidata.org/wiki/Q323280,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#mus-abguesse,CC0,,,https://codingdavinci.de/daten/#mus-abguesse,,,,,,,,,,,
Germany,"Museum für Kommunikation Nürnberg, Museumsstiftung Post und Telekommunikation",Museum,http://www.mfk-nuernberg.de,https://www.wikidata.org/wiki/Q1954644,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#muk_n,CC0,,,https://codingdavinci.de/daten/#muk_n,,,,,,,,,,,
Germany,Museum für Kunst und Gewerbe Hamburg,Museum,https://www.mkg-hamburg.de,https://www.wikidata.org/wiki/Q896052,All eligible data,CC0,,http://sammlungonline.mkg-hamburg.de/en/termsandconditions,CC0,https://github.com/MKGHamburg,,https://sammlungonline.mkg-hamburg.de,,,,,,,,,,,
Germany,Museum für Naturkunde Berlin,Museum,http://www.naturkundemuseum.berlin,https://www.wikidata.org/wiki/Q233098,Some eligible data,CC BY-SA,,https://www.museumfuernaturkunde.berlin/en/museum/imprint,CC0,https://github.com/MfN-Berlin,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Germany&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Museum+f%C3%BCr+Naturkunde+Berlin%2C+GloBIS,,,,,,,,,,,
Germany,Museumsdorf Cloppenburg – Niedersächsisches Freilichtmuseum,Museum,http://www.museumsdorf.de,https://www.wikidata.org/wiki/Q605210,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#museumsdorf-cloppenburg,CC0,,,https://commons.wikimedia.org/wiki/Category:Museumsdorf_Cloppenburg,,,,,,,,,,,
Germany,Museumsstiftung Post und Telekommunikation,Museum,http://www.museumsstiftung.de,,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#mus_post_tele,CC0,,,https://codingdavinci.de/daten/#mus_post_tele,,,,,,,,,,,
Germany,Niedersächsische Staats- und Universitätsbibliothek Göttingen,Library,https://www.sub.uni-goettingen.de,https://www.wikidata.org/wiki/Q564783,All eligible data,Public Domain Mark,,https://www.sub.uni-goettingen.de/en/imprint/,CC0,,https://api.deutsche-digitale-bibliothek.de/doku/display/ADD/API+der+Deutschen+Digitalen+Bibliothek,https://www.deutsche-digitale-bibliothek.de/about-us/institutions/item/JYK3LT7TXBO32BIOFZZM5VWGEFPOFYK6,,,,,,,,,,,
Germany,Rheinische Friedrich-Wilhelms-Universität Bonn,University,https://www.ulb.uni-bonn.de,https://www.wikidata.org/wiki/Q152171,All eligible data,Public Domain Mark,,https://www.ulb.uni-bonn.de/de/impressum,CC0,,https://api.deutsche-digitale-bibliothek.de/doku/display/ADD/API+der+Deutschen+Digitalen+Bibliothek,https://www.deutsche-digitale-bibliothek.de/about-us/institutions/item/VKNQFFAKOR4XZWJJKUX3NGYSZ3QZAXCW,,,,,,,,,,,
Germany,Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden (SLUB),Library,https://www.slub-dresden.de,https://www.wikidata.org/wiki/Q323270,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#slub-dresden,CC0,,,https://codingdavinci.de/daten/#slub-dresden,,,,,,,,,,,
Germany,Salomon Ludwig Steinheim-Institut,Other,http://www.steinheim-institut.de,https://www.wikidata.org/wiki/Q974628,All eligible data,CC BY,,http://www.steinheim-institut.de/wiki/index.php/Salomon_Ludwig_Steinheim-Institut_f%C3%BCr_deutsch-j%C3%BCdische_Geschichte_an_der_Universit%C3%A4t_Duisburg-Essen:Impressum,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Germany&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=S.L.+Steinheim-Institut%2C+epidat,,,,,,,,,,,
Germany,Sorbisches Institut Bautzen e.V.,University,https://www.serbski-institut.de,https://www.wikidata.org/wiki/Q149887,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#sorbisches_institut,CC0,,,https://speicherwolke.uni-leipzig.de/index.php/s/C99LbgXSSPdgFxV,,,,,,,,,,,
Germany,Staatliche Kunsthalle Karlsruhe,Gallery,https://www.kunsthalle-karlsruhe.de,https://www.wikidata.org/wiki/Q658725,All eligible data,CC0,,https://www.kunsthalle-karlsruhe.de/newsroom,,,,https://www.kunsthalle-karlsruhe.de/sammlung,,,,,,,,,,,
Germany,Staatliche Kunstsammlungen Dresden,Museum,https://www.skd.museum,https://www.wikidata.org/wiki/Q653002,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#skd,CC BY-SA,,,http://forschung.skd.museum/fileadmin/user_upload/dokumente/Metadaten_Sammlung_Bienert.zip,,,,,,,,,,,
Germany,Staats- und Universitätsbibliothek Bremen,University,https://www.suub.uni-bremen.de,https://www.wikidata.org/wiki/Q1680376,Some eligible data,Public Domain Mark,,http://gauss.suub.uni-bremen.de/suub/hist/index.jsp,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Germany&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Staats-+und+Universit%C3%A4tsbibliothek+Bremen,,,,,,,,,,,
Germany,Staats- und Universitätsbibliothek Hamburg Carl von Ossietzky,Library,http://www.sub.uni-hamburg.de,https://www.wikidata.org/wiki/Q2324644,Some eligible data,Public Domain Mark,,http://www.europeana-newspapers.eu/featured-partner-hamburg-state-and-university-library-carl-von-ossietzky/,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Germany&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Staatsbibliothek+Hamburg,,,,,,,,,,,
Germany,Staatsbibliothek zu Berlin,Library,http://staatsbibliothek-berlin.de,https://www.wikidata.org/wiki/Q170109,Some eligible data,Public Domain Mark,,http://digital.staatsbibliothek-berlin.de/nutzungsbedingungen,CC0,,https://api.deutsche-digitale-bibliothek.de/doku/display/ADD/API+der+Deutschen+Digitalen+Bibliothek,https://www.deutsche-digitale-bibliothek.de/about-us/institutions/item/6GFV3I4ELFEEFQIN2WECOXMTI5FUWHCK,,,,,,,,,,,
Germany,Städel Museum,Museum,http://www.staedelmuseum.de,https://www.wikidata.org/wiki/Q163804,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#staedel,CC0,,,https://codingdavinci.de/daten/#staedel,,,,,,,,,,,
Germany,"Stadt Leipzig, Stadtarchiv",Archive,https://www.leipzig.de/wirtschaft-und-wissenschaft/bibliotheken-und-archive/stadtarchiv,https://www.wikidata.org/wiki/Q23915648,Some eligible data,CC BY,,https://codingdavinci.de/daten/#stadtarchiv_leipzig,CC0,,,https://speicherwolke.uni-leipzig.de/index.php/s/vCwddPDTpMBRwwO,,,,,,,,,,,
Germany,Stadtarchiv Darmstadt,Archive,https://landesarchiv.hessen.de,https://www.wikidata.org/wiki/Q23786628,Some eligible data,CC BY,,https://codingdavinci.de/daten/#stadtarchiv_darmstadt,CC0,,,https://codingdavinci.de/daten/#stadtarchiv_darmstadt,,,,,,,,,,,
Germany,Stadtarchiv Linz am Rhein,Archive,https://linz.de/stadtarchiv,https://www.wikidata.org/wiki/Q28719894,All eligible data,CC BY-SA,,https://linz.de/stadtarchiv/,,,https://www.flickr.com/services/api/,https://www.flickr.com/photos/StadtarchivLinzRhein,,,,,,,,,,,
Germany,Stadtarchiv Speyer,Archive,http://www.stadtarchiv-speyer.findbuch.net,https://www.wikidata.org/wiki/Q2326577,Some eligible data,CC BY-SA,,http://www.stadtarchiv-speyer.findbuch.net/php/main.php?ar_id=3723,CC BY-SA,,,https://offenedaten.de/dataset/nachlass-lutz/resource/e6cbaece-343b-4dc1-be4d-c982e8969273,,,,,,,,,,,
Germany,Stadtarchiv Stuttgart,Archive,http://www.stuttgart.de/stadtarchiv,https://www.wikidata.org/wiki/Q1806929,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#starch-s,CC0,,,https://codingdavinci.de/daten/#starch-s,,,,,,,,,,,
Germany,Stadtgeschichtliches Museum Leipzig,Museum,https://www.stadtgeschichtliches-museum-leipzig.de,https://www.wikidata.org/wiki/Q2327183,Some eligible data,CC0,,https://codingdavinci.de/daten/#stadtgeschichtliches_leipzig,CC0,,,https://speicherwolke.uni-leipzig.de/index.php/s/Mun52I4EYKuVldn,,,,,,,,,,,
Germany,Städtische Galerie im Lenbachhaus,Museum,https://www.lenbachhaus.de,https://www.wikidata.org/wiki/Q262234,All eligible data,CC BY-SA,,https://www.lenbachhaus.de/index.php?id=1102,CC BY-SA,,,https://www.lenbachhaus.de,,,,,,,,,,,
Germany,Stadtmuseum Deggendorf,Museum,https://kulturviertel.deggendorf.de,,Some eligible data,CC BY,,https://codingdavinci.de/daten/#stadtmuseum-deggendorf,CC0,,,https://codingdavinci.de/daten/#stadtmuseum-deggendorf,,,,,,,,,,,
Germany,Stadtmuseum Landsberg am Lech,Museum,https://museum-landsberg.de,,Some eligible data,CC BY,,https://codingdavinci.de/daten/#stalal,CC0,,,https://codingdavinci.de/daten/#stalal,,,,,,,,,,,
Germany,Stadtmuseum Tübingen,Museum,https://www.tuebingen.de/stadtmuseum,https://www.wikidata.org/wiki/Q15130130,Some eligible data,CC BY,,https://codingdavinci.de/daten/#stadtmuseum-tuebingen,CC BY,,,https://codingdavinci.de/daten/#stadtmuseum-tuebingen,,,,,,,,,,,
Germany,Stiftung Berliner Mauer,Archive,https://www.stiftung-berliner-mauer.de,https://www.wikidata.org/wiki/Q1640585,All eligible data,CC BY-SA,,http://www.mauer-fotos.de/info/nutzungshinweise/,CC BY-SA,,,http://www.mauer-fotos.de,,,,,,,,,,,
Germany,Stiftung Haus der Geschichte der Bundesrepublik Deutschland,Archive,https://www.hdg.de,https://www.wikidata.org/wiki/Q28737900,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#stiftung-haus-der-geschichte,CC BY-SA,,,https://codingdavinci.de/daten/#stiftung-haus-der-geschichte,,,,,,,,,,,
Germany,Stiftung Schloss Friedenstein,Archive,http://www.stiftungfriedenstein.de,https://www.wikidata.org/wiki/Q28738569,Some eligible data,CC0,,https://codingdavinci.de/daten/#stiftung_friedenstein,CC0,,,https://codingdavinci.de/daten/#stiftung_friedenstein,,,,,,,,,,,
Germany,Stiftung Stadtmuseum Berlin,Museum,https://www.stadtmuseum.de,https://www.wikidata.org/wiki/Q2349177,Some eligible data,Public Domain Mark,,https://sammlung-online.stadtmuseum.de/Home/Impressum,CC0,,https://api.deutsche-digitale-bibliothek.de/doku/display/ADD/API+der+Deutschen+Digitalen+Bibliothek,https://www.deutsche-digitale-bibliothek.de/about-us/institutions/item/GYOFNDWZZGF3HOE7OUDXSJZOJ5SR4EHA,,,,,,,,,,,
Germany,Südsee-Sammlung und Historisches Museum Obergünzburg,Museum,https://www.suedseesammlung.de,,Some eligible data,CC BY,,https://codingdavinci.de/daten/#suedsee-og,CC0,,,https://codingdavinci.de/daten/#suedsee-og,,,,,,,,,,,
Germany,Technische Universität Berlin,University,http://www.tu-berlin.de,https://www.wikidata.org/wiki/Q51985,All eligible data,Public Domain Mark,,http://www.tu-berlin.de/servicemenue/impressum/,CC0,,https://api.deutsche-digitale-bibliothek.de/doku/display/ADD/API+der+Deutschen+Digitalen+Bibliothek,https://www.deutsche-digitale-bibliothek.de/about-us/institutions/item/DK6XUKP2WYJD5YNEJDQ6KR4U4ZM2ZFN7,,,,,,,,,,,
Germany,Thüringer Universitäts- und Landesbibliothek Jena,University,http://www.thulb.uni-jena.de,https://www.wikidata.org/wiki/Q1255096,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#thulb,CC0,,,https://archive.thulb.uni-jena.de/collections/rsc/viewer/HisBest_derivate_00010752/Diederichs_450612651_1904_0001.tif,,,,,,,,,,,
Germany,TU Bergakademie Freiberg Universitätsbibliothek,Library,http://tu-freiberg.de/ub,https://www.wikidata.org/wiki/Q2496296,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#freiberg,CC0,,,http://digital.ub.tu-freiberg.de/oai/?verb=ListIdentifiers&metadataPrefix=mets&set=leupold,,,,,,,,,,,
Germany,"Universität Leipzig, Humboldt Lehrstuhl für Digital Humanities",University,http://www.dh.uni-leipzig.de,https://www.wikidata.org/wiki/Q154804,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#duni-leipzig-digital-humanities,CC BY-SA,https://github.com/OpenGreekAndLatin,,http://www.perseus.tufts.edu/hopper/collections,,,,,,,,,,,
Germany,Universität zu Köln,University,https://www.portal.uni-koeln.de/uoc_home.html,https://www.wikidata.org/wiki/Q54096,Some eligible data,Public Domain Mark,,https://www.portal.uni-koeln.de/impressum.html?L=1,CC0,,https://api.deutsche-digitale-bibliothek.de/doku/display/ADD/API+der+Deutschen+Digitalen+Bibliothek,https://www.deutsche-digitale-bibliothek.de/about-us/institutions/item/6D2FPIFB6T7G3IIKSQ2LPLNK7QU2DHGN,,,,,,,,,,,
Germany,Universitäts- und Landesbibliothek Darmstadt,University,https://www.ulb.tu-darmstadt.de,https://www.wikidata.org/wiki/Q1806348,Some eligible data,CC0,,https://codingdavinci.de/daten/#ulb_darmstadt,CC0,,,https://codingdavinci.de/daten/#ulb_darmstadt,,,,,,,,,,,
Germany,Universitäts- und Landesbibliothek Sachsen-Anhalt,University,http://bibliothek.uni-halle.de,https://www.wikidata.org/wiki/Q1600777,All eligible data,Public Domain Mark,,http://bibliothek.uni-halle.de/impressum.php?id=19,CC0,,https://api.deutsche-digitale-bibliothek.de/doku/display/ADD/API+der+Deutschen+Digitalen+Bibliothek,https://www.deutsche-digitale-bibliothek.de/about-us/institutions/item/Q5Q6S6XOPTGP3BUM4I2JNP7V53BAWOTT,,,,,,,,,,,
Germany,Universitätsbibliothek Chemnitz,Library,https://www.tu-chemnitz.de/ub,https://www.wikidata.org/wiki/Q15480074,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#tu_chemnitz,CC0,,,https://codingdavinci.de/daten/#tu_chemnitz,,,,,,,,,,,
Germany,Universitätsbibliothek der Ludwig-Maximilians-Universität München,University,http://www.ub.uni-muenchen.de,https://www.wikidata.org/wiki/Q2496326,Some eligible data,CC0,,https://codingdavinci.de/daten/#ulmum,CC0,,https://epub.ub.uni-muenchen.de/cgi/oai2?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:epub.ub.uni-muenchen.de:[ID],https://codingdavinci.de/daten/#ulmum,,,,,,,,,,,
Germany,Universitätsbibliothek FAU Erlangen-Nürnberg,University,https://www.ub.fau.de,https://www.wikidata.org/wiki/Q15979678,Some eligible data,CC BY-SA,,https://codingdavinci.de/daten/#bib-fau-er,CC0,,,https://codingdavinci.de/daten/#bib-fau-er,,,,,,,,,,,
Germany,Universitätsbibliothek Freiberg,University,http://tu-freiberg.de,https://www.wikidata.org/wiki/Q2496296,Some eligible data,Public Domain Mark,,http://tu-freiberg.de/en/imprint,CC0,,https://api.deutsche-digitale-bibliothek.de/doku/display/ADD/API+der+Deutschen+Digitalen+Bibliothek,https://www.deutsche-digitale-bibliothek.de/about-us/institutions/item/KX5WHE7MUO7TSBRLDVI7R4PEU3U2KSW5,,,,,,,,,,,
Germany,Universitätsbibliothek Heidelberg,University,http://www.ub.uni-heidelberg.de,https://www.wikidata.org/wiki/Q880794,All eligible data,CC BY-SA,,http://www.ub.uni-heidelberg.de/Englisch/wir/impressum.html#urheberrecht,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=Germany&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=Universit%C3%A4tsbibliothek+Heidelberg,,,,,,,,,,,
Germany,Universitätsbibliothek Johann Christian Senckenberg,University,https://www.ub.uni-frankfurt.de,https://www.wikidata.org/wiki/Q875587,All eligible data,Public Domain Mark,,http://www.uni-frankfurt.de/impressum?,CC0,,https://api.deutsche-digitale-bibliothek.de/doku/display/ADD/API+der+Deutschen+Digitalen+Bibliothek,https://www.deutsche-digitale-bibliothek.de/about-us/institutions/item/EM76EQ3EQZFZDZXMAYGMQXN62W4QIB6Q,,,,,,,,,,,
